review,real,previsto,confianca
"My Santa Lucia Choir was chosen to be in this movie. All 100 plus. When it came time to film the movie I was asked to chose just 10. Oh my goodness. We had a little gal who went early to have her tonsils out because she wanted to be in the movie. The choices were hard to make. The people of Georgetown are just a lovely as the people that they show in the movie. Gracious, kind, believers. The town sponsors an annual Christmas Market the first two weekend in December every year. I was there this year and it was wonderful. The town is lovely and the people work hard to make it magical. The town appears today as it did when the movie was made. Much credit goes to the Historical Society there that work hard to maintain the historical value. The principal of the school that has been turned into a Charter School was given an award by the Governor of Colorado for Volunteers.",positive,negative,0.99393785
"I saw this film shortly after watching Moonlight & Valentino with Elizabeth Perkins, Gwyneth Platrow, Whoopi Goldberg and Kathleen Turner. There are a lot of similarities between the two films. They both have great casts and good acting. They both have stock characters of sisters who are very different, an offensive stepmother, a woman friend/confidant, an emotionally unavailable father, a dead mother and a surprise lover. Both films have the characters experience life-changing realizations and both films suffer from a kind of 'love conquers all' sentimentality. They both add a little titillation with Cameron Diaz in black underwear and a partial back shot of Gwyneth Paltrow naked.<br /><br />Both films seem contrived, as if the writers of the works the films are based on did market research and said, ""Ok, there's a market for stories about relationships between women, so I'm going to write about two sisters with an offensive stepmother"" In other words, instead of the drama emerging from the truth of the relationship, the relationship is invented to fit the dramatic situation. It seems forced, the characters don't seem real, the relationships are unbelievable.<br /><br />The resolution of the tensions between the characters is simplistic with simple apologies completely whisking away years of acrimony leaving everyone feeling warm and fuzzy ever after. It's just not real. Romantic fantasy.<br /><br />The characters in In Her Shoes are a little more overblown than Moonlight & Valentino, especially the stepmother part. Sydelle Feller is so evil that it is difficult to believe that the father would stay with her, or even marry her in the first place.<br /><br />If you liked Moonlight & Valentino you will probably like In Her Shoes as well. Enjoyable performances in both, in fact, the actors bring depth to their parts that goes way beyond the contrived sentimentality of the scripts.",negative,positive,0.9962782
"This movie was nominated for best picture but lost out to Casablanca but Paul Lukas beat out Humphrey Bogart for best actor. I don't see why Lucile Watson was nominated for best supporting actor, i just don't think she did a very good job. Bette Davis and Paul Lukas and their three kids are leaving Mexico and coming into the United States in the first scene of the movie. They are going by train to Davis's relatives house. Davis and Lukas were in the underground to stop the Nazis so they are very tired and need rest. But when they arrive home, their is a Nazi living there and their's not much either can do about it. It turns out the Nazi only cares about money and is willing to make a deal with Lukas. Their is more to the plot but you can find that out for yourself.",positive,negative,0.9990527
"Done on a spare change budget of twenty bucks tops, this cheapie thirteen minute short cheerfully parodies George Lucas' legendary '77 sci-fi blockbuster ""Star Wars"" in the most infectiously dumb way imaginable. Writer/director Ernie Fosselius delivers a winning and often gut-busting blend of ludicrous sound effects, ineptly staged action scenes, cruddy (far from) special effects (you just gotta love the cheesy scratched-on-film lasers, tinfoil asteroids, and household appliances ... eer, I mean spaceships being swung around on obvious wires), badly dubbed in dialogue, shamelessly hammy acting, and Richard Wagner's rousing piece of classical music ""Ride of the Valkyries."" The characters are presented in suitably broad strokes; my favorites are whiny wimp Fluke Starbucker, venerable Jedi knight Auggie ""Ben"" Doggie, and hateful arch villain Darph Nader (who spouts nothing but incomprehensible gibberish). Moreover, 4-Q-3 is clearly based on the Tin Man from ""The Wizard of Oz"" while Artie Deco is definitely a cheap vacuum cleaner. This film's true masterstroke is casting legendary voice actor supreme Paul Frees as the narrator; Frees' deliciously rich and plummy histrionic tones add immensely to the considerable silly, yet sidesplitting tongue-in-cheek merriment (choice lines: ""You'll laugh! You'll cry! You'll kiss three bucks goodbye!""). A total hoot.",positive,negative,0.99765414
"Well!! the movie has Catherine Zeta Jones in it. It's a Hallmark television movie. It's from a Thomas Hardy novel. It has Catherine Zeta Jones in it. She is by far the only one in the movie who acts better than in my high school theater class. Oh yes it has Clive Owen in it. I'm not British so that means almost as much as being a Thomas Hardy novel. Except he was in ""The Bourne Identity"", and I liked that. That just about wraps it all up folks. That really all there was. I'm becoming repetitive, but I do like CZJ, so I stuck it out to the end. The computer is telling me that I don't have 10 lines and I keep counting them. I always count 11, but maybe it just doesn't like my style, but that is my opinion of the movie, too.",negative,positive,0.98594993
"After viewing several episodes of this series, I have come to the conclusion that television producers are completely devoid of any form of originality. Here is an old science fiction standby, ingeniously wrapped in the form of a truly original concept - and still they can only -almost - make it work.<br /><br />The dialog is good! The male actors are reasonably proficient at their professions. Most of the characters are well drawn, with special kudos to the hero and his more than likeable side-kick. And most of the episode plots come across as palatable. So what could be wrong? How about the, the female characters and the cosmeticly perfect actresses who are chosen to portray them. <br /><br />The producers insist on portraying the female characters in this - almost good - series, in a manner that makes the end product appear to be a misplaced cheerleader. Why, I ask, why?<br /><br />The episodes all fall flat whenever the female guest star or recurring character comes on screen. These actresses are all totally unbelievable in their roles, and you don't actually have to see them to know they are incapable of their acting assignments. A blind person could tell. Just listen to them talk. They deliver their dialog with all the drama and effect of a 16 year old at the high school prom. Who would believe these women are Phd scientist, senators, corporate executives and medical doctors?<br /><br />In a nut shell, if the producers have their choice of a Stockard Channing or a Morgan Fairchild, guess who they'll choose - every time? And of course, the series suffers for it. Too bad!",positive,negative,0.99892044
"I suppose that today this film has relevance because it was an early Sofia Loren film. She was 19 years old when the film was made in 1953.<br /><br />I viewed this film because I wanted to see some of Sofia Loren's early work. I was surprised when she came on camera having had her skin bronzed over in brown makeup to resemble an Ethiopian princess. Surely, today, this would have been viewed as a slur and to be avoided in movie making. It actually became annoying watching Ms. Loren in skin color paint throughout the film.<br /><br />Yes, this film would have been better made if the real opera singers had made this movie. Then, the singing and the actual facial gestures of the real artists would have been apparent. I discount the comments by others about whether the real opera singers are older and heavier in weight.<br /><br />As beautiful as Ms. Loren was at age 19 and still is today, the film would have been better received as though it were being performed on the stage. After all, we don't see beautiful young people on stage with ""old opera singers"" back stage singing from behind the curtain! Do not discount the success of using heavy-weight opera singers. One only has to refer to the most artistically produced television commercial for the J. G. Wentworth Company with the opera singers on stage singing so professionally the praises of the company's product. This is one of the best and entertaining TV commercials produced to date.<br /><br />The quality of the movie print also makes this production of a somewhat lesser quality. The color ink has faded much and that can not be helped.<br /><br />To improve this film on DVD the production company should add English language subtitles so that we, who do not speak Italian, can know what the lyrics are saying. It would help the story and teach it more than the narrator giving 30 seconds of introduction to the scenes.<br /><br />Watch this film not because of the story of Aida nor the fact that this is an opera. Aside from Ms. Sofia Loren none of her co-actors are known nor remembered by this writer. Instead, watch this movie if you are a fan of Ms. Loren and wish to see her at age 19 -- no matter what the production is.<br /><br />Larry from Illinois",negative,positive,0.99213856
"One two three four five six seven eight and back, haha. This is a must see, first of all to see the work out. There are a lot of work out shown, see those close ups, man you will enjoy it. A few years ago a video clip was surely based on this movie. It's a slasher but without suspense. The ending is funny too, and the clothes she's wearing in the wood confronting the copper, Jesus, looks like a clown. The killings are mostly done off screen, the blood flows but never too gory. There are a lot of fight scene's too, and hey, no one got hurt. And what about the weapon to kill, never seen a big one like that, won't spoil it, you must see it. And being a slasher there's a lot of T&A too. To guess who's the killer you will be trapped a few times and that's the best part, but what about the story of the copper in the woods, huh! But still due his cheesiness this one is still one that many would like to have. I'm glad that I have my copy, one of those slasher failures. But man, those clothes and not to mention the hairstyles! If you are in your 40's then this is one is back to memory lane.",negative,positive,0.99693066
"How much can you really say about a condom with teeth? The plot was really out there, but it was something campy to see on a Friday night. The story has a lot of unexpected twists, and it's a great way to offend all you're conservative friends!",negative,positive,0.99664956
"One of a few movies filmed at Coronado High School in Scottsdale, AZ in the late 80's as well as Just One of the Guys, Bill and Ted's Excellent Adventure and Just Perfect (which was a segmented movie played during the Mickey Mouse Club.) Movie is definitely for kids as the previous comments have it pretty right on. <br /><br />Coronado has gone through an overhaul in the past couple of years and many of the buildings seen in this film are now gone. The field where they are playing catch is adjacent to the football field, one of the few areas still there. The internal scenes near the lockers I believe were in the old 200 building.<br /><br />Unless it is playing late at night on the Disney channel it may be a very hard to find flick. How they ever made sequels to this is beyond me.",negative,positive,0.99789256
"You think the police are always right.<br /><br />You believe that ""eye-witnesses"" are always right.<br /><br />You believe the prosecutors will not take a case to court if lazy police have failed to perform 98% of a basic investigation.<br /><br />You believe a U.S. city might have a ""few bad apples"" in law enforcement, but that the ""good cops"" will quickly nip those who systematically engage in evil-for-evil's sake in the bud.<br /><br />You believe that the possibility of an ex-football lineman being instated as a detective solely because his dad is the county sheriff, and being allowed to beat ""confessions"" out of randomly-selected teenagers with absolutely no fear of negative consequences to himself could happen in the America of the 1930s, but not today.<br /><br />You believe a judge will NOT send a case to the jury if anyone with a brain in their head can see the defendant is a totally random passer-by nabbed by the police because it was hot, and they did not feel like working that day.<br /><br />You believe that all the innocent people imprisoned six months here or 20 years there are ""exceptions to the rule,"" and an injustice like this could NEVER involve your family member, someone in the middle class, or someone like YOU.<br /><br />You think that you are aware of every terrible, indisputable, 100% proved outrage of the last 10 years in America--yet you haven't seen this film.",positive,negative,0.99952626
"**POSSIBLE SPOILERS**<br /><br />The biggest part of the movie that doesn't work IS the Wendigo, and when your title character fails, your movie usually isn't far behind it. The filmmakers' interpretation of the Wendigo's form is interesting, and can be properly menacing when filmed correctly - when the fleeing killer sees the Wendigo in a flash in his rear view mirror, for instance - and the tree-form was actually very good. However, as a monster character it never really comes to life. We don't get much of an explanation for its behavior, and what we DO see from it doesn't jibe with either the story told in the movie itself, or any Wendigo lore I've ever read.<br /><br />I think one of the main reasons that the monster fails is that it isn't given enough to do, in the movie. When you boil this film down to its bones, what you have is a suspense thriller with a little bit of a supernatural element, instead of a movie about a monster.<br /><br />The cinematography is good, though a little cheesy; the filmmakers use scenery, lighting, and time of day to convey atmosphere and mood rather well. The character of Otis comes across as truly dangerous and unpredictable, making him the real monster in the film. It might have been more effective to explain his behavior as him being possessed by the hungry spirit of the Wendigo, which would also be a more accurate representation of the real legend.<br /><br />I have heard unconfirmed reports (from a newsgroup) that the reason the Wendigo doesn't do much is that, when the monster suit was built, it wound up so heavy and and uncomfortable (in order to mimic the stance of it standing on cloven hooves, the performer had to walk on his toes) that it was nearly impossible to run, walk, or otherwise perform in it. Thus the many flashes of the creature standing still, and the obvious sped-up footage of it running. I stress that these reports are uncomfirmed.",positive,negative,0.9986749
"I can see why Laurel and Hardy purists might be offended by this rather gentle 're-enactment', but this film would be an excellent way to introduce children to the pleasures of classic L & H. Bronson Pinchot and Gailard Sartain acquit themselves reasonably as the comedy duo and there's a reasonably good supporting cast. I enjoyed it.",negative,positive,0.99892455
"OK, yes I know I'm a Philistine, and I have no knowledge of, nor love for opera. I readily admit that I might feel differently about this film if I did. But I don't. So, for those of you like me, skip this one unless you want to look at the pretty (sometimes unclothed) girls. For what it's worth, I thought the first segment with Theresa Russell (who I didn't recognize) was the best of the lot.",negative,positive,0.9971328
"First than anything, I'm not going to praise Iñarritu's short film, even I'm Mexican and proud of his success in mainstream Hollywood.<br /><br />In another hand, I see most of the reviews focuses on their favorite (and not so) short films; but we are forgetting that there is a subtle bottom line that circles the whole compilation, and maybe it will not be so pleasant for American people. (Even if that was not the main purpose of the producers) <br /><br />What i'm talking about is that most of the short films does not show the suffering that WASP people went through because the terrorist attack on September 11th, but the suffering of the Other people.<br /><br />Do you need proofs about what i'm saying? Look, in the Bosnia short film, the message is: ""You cry because of the people who died in the Towers, but we (The Others = East Europeans) are crying long ago for the crimes committed against our women and nobody pay attention to us like the whole world has done to you"".<br /><br />Even though the Burkina Fasso story is more in comedy, there is a the same thought: ""You are angry because Osama Bin Laden punched you in an evil way, but we (The Others = Africans) should be more angry, because our people is dying of hunger, poverty and AIDS long time ago, and nobody pay attention to us like the whole world has done to you"".<br /><br />Look now at the Sean Penn short: The fall of the Twin Towers makes happy to a lonely (and alienated) man. So the message is that the Power and the Greed (symbolized by the Towers) must fall for letting the people see the sun rise and the flowers blossom? It is remarkable that this terrible bottom line has been proposed by an American. There is so much irony in this short film that it is close to be subversive.<br /><br />Well, the Ken Loach (very know because his anti-capitalism ideology) is much more clearly and shameless in going straight to the point: ""You are angry because your country has been attacked by evil forces, but we (The Others = Latin Americans) suffered at a similar date something worst, and nobody remembers our grief as the whole world has done to you"".<br /><br />It is like if the creative of this project wanted to say to Americans: ""You see now, America? You are not the only that have become victim of the world violence, you are not alone in your pain and by the way, we (the Others = the Non Americans) have been suffering a lot more than you from long time ago; so, we are in solidarity with you in your pain... and by the way, we are sorry because you have had some taste of your own medicine"" Only the Mexican and the French short films showed some compassion and sympathy for American people; the others are like a slap on the face for the American State, that is not equal to American People.",positive,negative,0.92206234
"I have this movie on DVD and must have watched it thirty times by now. I must really love it, right? Well, not really.<br /><br />I was a surfer earlier in my life, and I loved the sport. To this day, I am fascinated by good surfing. Riding Giants has plenty of that, and thus I am a sucker for the thing. But I definitely have some bones to pick with it. (Peralta, you listening?).<br /><br />First, the movie has too little faith in its subject matter. The cutting and editing of the waves is such that the majority of them are sort of ruined. Very, very few waves are actually shown ridden from start to finish. Peralta seems addicted to a hyper kinetic, cut-and-pace method. It gets especially bad in the middle section on the spot Mavericks in Northern California. Not a single wave is ridden start to finish. Almost the entire section on Mavericks (one third of the movie) is a jarring montage of clips with an equally jarring soundtrack. I can understand the effect Peralta was trying to achieve with Mavericks, as the place is a truly frightening mix of bone crushing waves in frigid open ocean chop, but he goes way too far. Mavericks is not just a bad acid trip. Waves are actually ridden there, even with great performances. It would have been good to see some of them. If Peralta thinks this is a grand sport (and I am sure he does), then why does he insist on messing with the subject matter so much? At times, the editing reduces the movie to the inscrutable. There is one fast clip in the section on Peahi in Hawaii, which I still cannot understand. Even if I run it on slow motion on DVD, the image is too fast to be decipherable. It must be a couple of frames in length at the max.<br /><br />Second, have the guys who made this thing ever learned about understatement? It is particularly galling to watch the narrated directors' version on DVD. These guys sound like two over-the-top valley girls. The same sentiment shows up in the main production. Every thing is always so goddamn ""amazing"" etc. One character in particular is just plain obnoxious -- Sam George, the editor of Surfer Magazine, who is practically peeing in his pants every time he has anything to say. He is a super drag on the movie.<br /><br />There is a tremendous amount of effort that went into this movie. I mean, just to get the old movie shots they have, and also, all of the interviews. The movie is a great story, and I think it is generally captivating entertainment. Thematically it is well laid out, with the three parts centering around Greg Noll, Jeff Clark, and Laird Hamilton respectively. There are some uses of still photography that are phenomenal. In the directors' narration, they say it is a new type of 3D technology, and it really works. The three principle characters shine, both in their interviews and in the water. As an athlete, Laird Hamilton is a revelation. He rises to the pinnacle of his sport in a way that I have only seen Michael Jordan do in basketball. And too, the story of his meeting his father is a gem. It really touched me.<br /><br />It is just that the movie could have been so much more. The very last part of the movie, when the credits roll, gives a hint of what it could have been. There are some beautiful panoramic shots of waves with a magnificent soundtrack. (The soundtrack in the rest of the movie is rubbish, though you may like it if you are fan of the modern, frenetic school of rock.) Anyway there's my two cents...",positive,negative,0.9995778
"I'm not sure whether i like this film or not. I think it is creepy and completely weird.Crispin Glover as always gave a great performance as Layne. I think his performance was really good and one of his best, but i don't like the character at all. Keanu Reeves performance was really good, and i truly felt for his character. Over all i think the whole cast gave great performances as felt like the characters were real. I disliked some, but genuinely felt sorry for others (Keanu Reeves). I would like to know if that was the original ending that the film was supposed to have as it didn't end how i expected it to. I was disappointed in the ending and i don't feel that it did the rest of the film justice. If you are into creepy, weird and really well different movies, go for this one. If you like things that are normal, please stay away.",positive,negative,0.9926684
"Ahh, yes, the all-star blockbuster. Take a so-so concept, stuff it into a script and load it down with every single freakin' special effect that the Wizards of Hollyweird can conjure up, then round up the usual suspects: hot up-and-comers, has-beens, wanna-be's and never-wuzzes, and stick 'em all in ensemble roles of various sizes in front of the unforgiving eye of the cameras. And hope to gawd that some of them aren't too old to remember their lines.<br /><br />Leave it to the bishops of Box Office to apply the concept to horror films at last, as was the case with the post-EXORCIST thriller THE SENTINEL. Novelist Jeffrey Konvitz decided to try and one-up Ira Levin's ROSEMARY'S BABY scenario of creepy (and ultimately satanic) neighbors in a New York brownstone. The result was a controversial best-seller that some claimed bordered on the plagiaristic, and an equally controversial, top-heavy/star-laden vehicle co-written and directed by DEATH WISH's Michael Winner, but for many unsettlingly different reasons.<br /><br />Cristina Raines (NASHVILLE) plays successful model Alison Parker, who is pretty much over- stressed and over-worked, (I won't add ""overpaid."" I mean she IS a model, so that would be redundant), not just by her 24/7 schedule, by also by her insistent , 'wanna-get-married- right-NOW' boyfriend Michael (Chris Sarandon of DOG DAY AFTERNOON and the classic SOB.I.G. movie LIPSTICK). One of the ways she decides to try to get away from it all is to move into her own place; a big, beautiful brownstone in Manhattan which she's able to get dirt-cheap, (that should've been the BIG red flag - cheap real estate in New York!), from the mysteriously accommodating broker Miss Logan (Golden Age screen vet Ava Gardner, fresh from the storm drain in EARTHQUAKE.)<br /><br />Things seem fine at first, but ah, yes...then comes the noises and the loud pounding from the apartment upstairs at night. And what about the REALLY strange neighbors like Gerde (Sylvia Miles) and Sandra (a VERY early Beverly D'Angelo), the nice ""single friends"" (read: lesbians) living together, and kindly old Mr. Charles Chazen (a nicely creepy Burgess Meredith), who seems maybe a little too concerned with Alison's welfare? And that's not to mention other assorted squirrelly cohabitants (You'll never hear the phrase ""Black and white cat, black and white cake"" again without wanting to laugh milk through your nose and possibly vomit simultaneously.) Especially the old blind priest living in the penthouse...<br /><br />Things really start to go downhill when an apparition-laden nightmare of Alison's morphs into a grisly murder, (in one of the movie's most underwear-staining scares), and both Alison and Michael, with some assistance from Alison's BFF, Jennifer (Deborah Raffin), begin to piece together the puzzle that reveals the brownstone's dark origins, as well as the murderous agenda of its other-worldly inhabitants, not to mention Alison's connection to them, which as it turns out is anything but coincidental.<br /><br />Although there's nothing controversial about the overstuffed cast, which seems to feature every actor of diverse genres looking for work at the time, (Arthur Kennedy, Jose Ferrer, Martin Balsam, Eli Wallach, John Carradine, and even early appearances by Christopher Walken, Jeff Goldblum and Nana Visitor!) Winner and company went back to bombastic basics and pulled a ""Tod Browning""...by enlisting real-life physically-challenged actors to appear in THE SENTINEL'S climactic everything-and-everybody-goes-to-Hell sequence, which I guess any ballsy director would do, finding himself unable to access Linda Blair and a case of green-pea soup. It does definitely leave you with arctic fingers playing your spinal cord like a zither, knowing this juicy little tidbit of info as you watch. And it does feature a technique to which filmmakers have only begun to return very recently: live on-set makeup and special effects that don't involve CGI, (which was pretty much non-existent back then.)<br /><br />THE SENTINEL has that kitschy, late-Seventies cheese factor, but does manage to distinguish itself from time to time with some gasp-inducing moments like the one mentioned above, not to mention that queasy feeling of dread that horror writers find it easy to play upon, of isolation and things that go bump-and-shriek in the night. After all, what living-single-in- the-big-city person hasn't lain in bed in the dark, and listened intently to the sounds of what they HOPE is ""the building settling?""<br /><br />Konvitz followed up THE SENTINEL with an inevitable sequel, THE GUARDIAN (not to be confused with the William Friedkin supernatural thriller namesake), that was never adapted for the screen. =sigh of relief=",positive,negative,0.9994407
"I think this is what this movie wants us to say at the end of the movie! or Damn Australian? I still don't know, but what I know is that I really liked this movie but that couldn't be my favorite movie!<br /><br />Great story with great actors but with a terrible end... To make you cry and say 'Oh, she's so good'... Still, who made it? What really happened? Who's that guy? No answer to these questions...<br /><br />Mysterious movie with a good mark overall... I give it a 8/10, going on the 8.5!",positive,negative,0.6491339
"Me and a group of friends rent horrible videos to laugh at them, trust me it has lead to some horribly spent money but also some great laughs. S.I.C.K. is one of the better horror-but-funny movie we've rented. The plot is over-done, the whole take your friends into the woods and never return thing is very old. The goriest part of the movie looks like your visiting the local butcher shop except a little dirtier and with blood on the play dough looking meat. And if anyone has ever been scared of this movie at any time they should stick to Cartoon Network for the rest of their life, it's pathetic. The good aspects of the movie are that the two girls in it are reasonably hot, one better then the other and you see them both naked during the movie. The other good aspect is that this movie is so bad at times that you will laugh till you cry. I don't like watching horrible acting or renting these horrible videos, I don't find that fun but seeing the amount of effort these people put into it and still come out so bad is hilarious and worth renting.Unless you are too mature to laugh at someone's downfalls I would recommend it.<br /><br />If your renting/buying it to laugh at it I'd give it an 8.5.",negative,positive,0.9964204
"I was pleasantly surprised with this one. It's actually quite interesting and engaging. The cast is strong, even Dan Cortese. Brooke Shields has come into her own as an actress. Black and White must have really set her free, 'cause I have never seen her in this much command playing a conventional character. If marketed right, could be a medium-size hit.",negative,positive,0.99885535
"I've always liked Barbara Stanwyck who was, perhaps, the hardest working lead actress of the 30's and 40's although few of her movie roles are memorable. Today she is remembered most for the TV show ""The Big Valley"". Stanwyck worked so much because she was durable; it seems that she would accept most any role and make the most of it to make the movie a success and so directors loved her and many an ordinary picture gained credibility by her presence.<br /><br />And so it was for ""Christmas in Connecticut"" a very ordinary effort whose plot strains credulity and isn't even really about Christmas. It does, however, have Stanwyck and Dennis Morgan as well as some supreme character actors including Sydney Greenstreet and S.K. Sakall so there are plot twists and funny moments which undoubtedly seemed more real in 1945 than they do today. To begin, the plot concerns a magazine writer (Stanwyck) who the magazine's readers believe is a domestic goddess, married with a child and living on a farm in Connecticut but who is really single, lives in New York City and knows nothing about cooking or homemaking. Could anyone get away with such a fraud even then? Apparently, and even the owner of the magazine (Greenstreet) is deceived although one would think that he would have long since seen though the deception but the story moves on and Stanwyck, Greenstreet, a sailor recently survived from his sunken ship (Morgan) and Stanwyck's restaurateur friend (S.Z.Sakall) find themselves spending Christmas in Connecticut at a farm belonging to Stanwyck's boorish boyfriend (Reginald Gardiner). You can imagine all the possibilities there are for this as the fraud unwinds as it must. Gardiner wants Stanwyck to marry him to perpetuate the rouse but one wonders how she can stand him at all. Morgan and Stanwyck fall for each other but he is supposed to be engaged and she is supposed to be married. Regardless, they begin what seems to be a make believe affair dancing cheek to cheek and stealing off in a horse drawn sleigh. Meanwhile, the incredibly naive Greenstreet character who has seen Stanwyck and Morgan go off together but still doesn't get it sees one of the neighbors take back a child that has been borrowed as part of the deception and calls the cops to report a kidnapping. Stanwyck and Morgan are arrested for stealing the sleigh and the hoax begins to unwind.<br /><br />At this point the movie is funny as in ridiculous or absurd, not funny ha,ha and it routinely ends like screwball comedies always did. The good guy gets the girl and presumably they live happily ever after.<br /><br />I watch this movie every year at Christmas to enjoy these character actors at their best in a story that reflects way it was in 1945 and because of a long held fascination with Barbara Stanwyck. Thank goodness it was set at Christmas or like 95 percent of Stanwyck's movies it would have been long ago forgotten and we would not get to see it each year anew.",positive,negative,0.9974342
"I bought this movie at a thrift store. Months before, my friend told me about it when we were talking about dumb movies we've seen. Once I spotted the cassette, I knew I had to have it. I watched it that night. I could tell it was going to be very cheesy and cheaply done. . . That's what drew me to it. I popped it in and I laughed the whole way through. I recognized Gregory (The Ice Cream Man), but I didn't recognize his name and I couldn't remember where I saw him. Later, while watching the Andy Griffith Show, Clint Howard (Ice Cream Man) was featured as an extra since he is Ron Howard (Opie Taylor)'s brother. I saw the credits and I gasped. I turned to my mom, who was also watching the show, and said, ""That's the Ice Cream Man!!"" She, too, gasped. This movie is great, but only for laughs and criticalness. It is the perfect example of a cheesy horror flick. If you feel like laughing as well as poking fun at low-budget movies, rent this video.",negative,positive,0.99906737
"29 Sept 1990 marked a small but important milestone in my appreciation of horror flicks. This was the date that BBC1 broadcast (for the only time I'm aware of) Jeff Lieberman's super-creepy 1981 shocker Just Before Dawn, and it made a huge impression on me. Nearly twenty years later, I'm delighted to report that I've finally got my hands on the two-disc Shriek Show / Media Blasters special edition, and it's just as eerie and unsettling as I remember it, if not more so.<br /><br />The plot, as is usual for genre flicks (and this was Lieberman's first film as a 'director for hire', though he did at least remove all the religious cult snake-handling mumbo-jumbo from the screenplay), is a bit thin - five likable twenty-somethings (including Chris Lemmon, son of Jack, in a pair of uncomfortably tight white strides) venture into the dense Oregon woodlands to do a spot of camping and to check out a patch of land that's been bequeathed to one of their number. But Just Before Dawn stands out from a crowd of imitators because Lieberman wastes no time in showing us just how deranged things are on this particular patch of mountain, with a complete innocent skewered and a drunk preacher's truck shoved down a hill and engulfed in flames within minutes of the film beginning. The youngsters come rolling into the picture in a snappy Winnebago, Blondie's 'Heart of Glass' pounding on the soundtrack, and before you can say ""Texas Chainsaw Massacre!"" they've clobbered an innocent deer with the front bumper and had their first taste of aggro from the heavy-set maniac responsible for the opening catastrophes. Forest ranger Roy (George Kennedy) warns them that things are likely to go awry if they go any further, but they go ahead with the trip anyway, refusing to give the sozzled preacher a ride even though he's understandably scared witless and finally pitching camp miles from anywhere. Needless to say, things go downhill from here.<br /><br />Although this film's not short on bloody horror and well-handled action scenes, the standout moments for me are those where Lieberman lets his camera zoom out, long and slow, from apparently innocuous shots of the fun-loving kids larking around in the wilderness, or just lets it settle for a while on the dense, imposing, people-dwarfing woodlands. He makes the Oregon exteriors as threatening and as ominous as Kubrick made the Overlook Hotel's spacious interiors in the Shining, and Brad Fiedel's score (discounting the horribly distorted racket that runs over the titles) stays the right side of intrusive, underscoring the slowly escalating menace with subtlety and flair. There are plenty of surprises along the way, nods to Deliverance with the discovery of a backwoods babe and her freaky, disturbing family, and a truly bizarre kill technique deployed shortly before the film's end. I won't spoil it for you. I've said enough.<br /><br />Quite why this undervalued horror gem fell through the cracks and became a cult item instead of a breakout hit is hard to ascertain, but hopefully it will be rediscovered and appreciated for years to come - it deserves to be.",positive,negative,0.5418483
"""Back in the Day"" is an interesting, but flawed effort. Ja Rule stars as Reggie Cooper, a honest but sad man trying to cope with the death of his father. He meets his old friend J-Bone (Ving Rhames) who tries to force Reggie into a life of crime. Reggie also falls in love with Alica (Tatyana Ali) who is the preacher's daughter. Now he has to choose: Love Or Crime.<br /><br />Ja Rule does a competent job as Reggie. At least he's trying to act. Ving Rhames is perfect as J-Bone. He brings a lot of energy and menace into the role. Joe Morton as the preacher is his usual excellent self, but he doesn't do much. The same problem for Giancarlo Esposito as Reggie's Dad. He needed more screen time. I don't want to say this, but Pam Grier is pretty awful as Mrs. Cooper. She overacts every scene and brings the movie down. Tia Carrere and Frank Langella are in it but don't do anything substantial for the plot.<br /><br />In the end: You should see it for the skilled performances of Ving Rhames and Joe Morton and the grittiness of the writing and directing.",positive,negative,0.99846625
"Fred Olen Ray is a lousy director, even as far as B movie directors go, but 'Haunting Fear' is probably one of his better films. Yes, it does butcher the great Poe story 'Premature Burial' and yes, it is badly paced and uneven throughout, but it is also pretty entertaining. Scream Queen Brinke Stevens is better than usual as a pretty, fragile housewife whose worthless husband (Jay Richardson) is plotting to do away with her because he needs money to pay off a gangster (played by Robert Quarry). Delia Sheppard, a veteran of many early 90s soft-core movies, actually gives the best performance in the film as a slutty mistress. You will also enjoy small roles played by Karen Black as a psychic, Robert Clarke as a doctor and Michael Berryman in a nice cameo in one of the better scenes. The ending didn't make much sense!",negative,positive,0.9919848
"Philip. K. Dickian movie. And a decent one for that matter. Better than the Paycheck (Woo) and that abomination called Minority Report (Spielberg). But lets face it, the twisting and cheesing ending was a bit too much for me. Half way through the movie I already started to fear about such kind of ending, and I was regrettably right. But that does not mean that the film is not worth its time. No, not at all. First half (as already many here have commented) is awesome. There are some parts where you start to doubt whether the director intended to convey the message that showmanship is highly important thing in the future (we will do such kind on corny sf things because we CAN) or is it simply over combining. But the paranoia is there and feeling ""out of joint"" also. Good one.",negative,positive,0.99796116
"The filming is cheesy. Some of the actors overact. Some of the actions are unexplained and unexplainable. But...<br /><br />This movie is in the mode of the psychological dramas of the 50s.<br /><br />It is a morality play. Similar to the movie in which a ""method"" actor becomes the evil character he portrays on stage, Ed is forced to watch slasher movies because he is the film editor. It gives him a nervous breakdown which leads to a complete psychotic break.<br /><br />",positive,negative,0.9992693
